GEOID,LOGRECNO,TRACT,Neighborhood_Name,Neighborhood_Num,WARDS,population,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008
270530001011000,91563,000101,Shingle Creek,01,4,74,74,40,13,0,7,0,8,6
270530001011001,91564,000101,Shingle Creek,01,4,99,99,31,25,1,18,0,13,11
270530001011002,91565,000101,Shingle Creek,01,4,54,54,28,5,5,7,0,2,7
270530001011003,91566,000101,Shingle Creek,01,4,53,53,20,16,2,14,0,0,1
270530001011004,91567,000101,Shingle Creek,01,4,60,60,17,26,0,11,0,0,6
270530001011005,91568,000101,Shingle Creek,01,4,58,58,24,27,0,6,0,0,1
270530001011006,91569,000101,Shingle Creek,01,4,73,73,27,14,2,26,0,4,0
270530001011007,91570,000101,Shingle Creek,01,4,46,46,20,21,0,0,0,0,5
270530001011008,91571,000101,Shingle Creek,01,4,45,45,23,17,0,4,0,1,0
270530001011009,91572,000101,Shingle Creek,01,4,35,35,17,11,0,3,0,0,4
270530001011010,91573,000101,Shingle Creek,01,4,52,52,22,13,0,0,0,6,11
270530001011011,91574,000101,Shingle Creek,01,4,65,65,44,15,0,3,0,0,3
270530001011012,91575,000101,Shingle Creek,01,4,87,87,33,16,1,22,0,4,11
270530001011013,91576,000101,Shingle Creek,01,4,76,76,12,39,0,19,0,2,4
270530001011014,91577,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011015,91578,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011016,91579,000101,Shingle Creek,01,4,88,88,26,45,0,4,0,3,10
270530001011017,91580,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011018,91581,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011019,91582,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011020,91583,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011021,91584,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011022,91585,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001011023,91586,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001012000,91588,000101,Shingle Creek,01,4,20,20,3,4,0,0,0,10,3
270530001012001,91589,000101,Shingle Creek,01,4,51,51,24,9,0,14,0,0,4
270530001012002,91590,000101,Shingle Creek,01,4,74,74,47,23,0,1,0,2,1
270530001012003,91591,000101,Shingle Creek,01,4,62,62,37,12,6,0,0,0,7
270530001012004,91592,000101,Shingle Creek,01,4,77,77,21,23,11,16,0,0,6
270530001012005,91593,000101,Shingle Creek,01,4,42,42,29,5,0,0,0,0,8
270530001012006,91594,000101,Shingle Creek,01,4,0,0,0,0,0,0,0,0,0
270530001012007,91595,000101,Shingle Creek,01,4,88,88,30,26,5,23,0,0,4
270530001012008,91596,000101,Shingle Creek,01,4,52,52,34,16,1,0,0,0,1
270530001012009,91597,000101,Shingle Creek,01,4,64,64,24,17,0,18,0,2,3
270530001012010,91598,000101,Shingle Creek,01,4,47,47,39,7,0,0,0,1,0
270530001012011,91599,000101,Shingle Creek,01,4,64,64,14,14,0,25,0,11,0
270530001013000,91601,000101,Humboldt Industrial Area,08,4,0,0,0,0,0,0,0,0,0
270530001013001,91602,000101,Humboldt Industrial Area,08,4,0,0,0,0,0,0,0,0,0
270530001013002,91603,000101,Humboldt Industrial Area,08,4,0,0,0,0,0,0,0,0,0
270530001013003,91604,000101,Shingle Creek,01,4,41,41,25,10,0,2,0,0,4
270530001013004,91605,000101,Shingle Creek,01,4,59,59,24,11,0,5,0,18,1
270530001013005,91606,000101,Shingle Creek,01,4,55,55,27,11,0,12,0,0,5
270530001013006,91607,000101,Shingle Creek,01,4,55,55,22,12,0,15,0,4,2
270530001013007,91608,000101,Shingle Creek,01,4,71,71,29,17,0,19,0,0,6
270530001013008,91609,000101,Shingle Creek,01,4,74,74,41,3,0,25,0,3,2
270530001013009,91610,000101,Shingle Creek,01,4,75,75,48,12,0,7,0,5,3
270530001013010,91611,000101,Shingle Creek,01,4,52,52,30,6,0,13,0,2,1
270530001013011,91612,000101,Shingle Creek,01,4,59,59,33,15,0,5,0,0,6
270530001013012,91613,000101,Shingle Creek,01,4,37,37,36,0,0,0,0,0,1
270530001013013,91614,000101,Shingle Creek,01,4,56,56,15,29,0,7,0,2,3
270530001013014,91615,000101,Shingle Creek,01,4,48,48,25,11,0,4,0,8,0
270530001013015,91616,000101,Humboldt Industrial Area,08,4,0,0,0,0,0,0,0,0,0
270530001014000,91618,000101,Shingle Creek,01,4,121,121,67,11,0,25,0,8,10
270530001014001,91619,000101,Shingle Creek,01,4,78,78,27,11,0,33,0,4,3
270530001014002,91620,000101,Shingle Creek,01,4,47,47,34,3,1,8,0,0,1
270530001014003,91621,000101,Shingle Creek,01,4,77,77,38,20,0,19,0,0,0
270530001014004,91622,000101,Shingle Creek,01,4,80,80,40,20,0,6,0,8,6
270530001014005,91623,000101,Shingle Creek,01,4,65,65,38,26,1,0,0,0,0
270530001014006,91624,000101,Shingle Creek,01,4,80,80,40,17,3,5,0,14,1
270530001014007,91625,000101,Shingle Creek,01,4,105,105,25,31,1,38,0,0,10
270530001014008,91626,000101,Shingle Creek,01,4,90,90,32,18,1,28,0,1,10
270530001021000,91629,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001021001,91630,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001021002,91631,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001021003,91632,000102,Lind - Bohanon,02,4,74,74,22,18,0,27,0,6,1
270530001021004,91633,000102,Lind - Bohanon,02,4,36,36,8,4,0,24,0,0,0
270530001021005,91634,000102,Lind - Bohanon,02,4,88,88,73,10,5,0,0,0,0
270530001021006,91635,000102,Lind - Bohanon,02,4,63,63,36,14,6,5,0,0,2
270530001021007,91636,000102,Lind - Bohanon,02,4,75,75,29,18,0,18,0,10,0
270530001021008,91637,000102,Lind - Bohanon,02,4,71,71,47,8,1,12,0,3,0
270530001021009,91638,000102,Lind - Bohanon,02,4,21,21,6,4,0,9,0,2,0
270530001021010,91639,000102,Lind - Bohanon,02,4,112,112,10,51,0,40,0,4,7
270530001021011,91640,000102,Lind - Bohanon,02,4,52,52,21,23,0,2,0,0,6
270530001021012,91641,000102,Lind - Bohanon,02,4,61,61,11,14,6,19,0,9,2
270530001021013,91642,000102,Lind - Bohanon,02,4,82,82,34,32,0,4,0,8,4
270530001021014,91643,000102,Lind - Bohanon,02,4,83,83,32,24,0,16,0,8,3
270530001021015,91644,000102,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270530001021016,91645,000102,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270530001021017,91646,000102,Lind - Bohanon,02,4,30,30,3,25,0,0,0,0,2
270530001021018,91647,000102,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270530001021019,91648,000102,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270530001021020,91649,000102,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270530001021021,91650,000102,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270530001021022,91651,000102,Lind - Bohanon,02,4,71,71,21,30,0,3,0,15,2
270530001021023,91652,000102,Lind - Bohanon,02,4,193,193,47,86,15,19,0,6,20
270530001021024,91653,000102,Lind - Bohanon,02,4,28,28,9,10,8,0,0,0,1
270530001022000,91655,000102,Lind - Bohanon,02,4,69,69,36,20,0,6,0,2,5
270530001022001,91656,000102,Lind - Bohanon,02,4,69,69,25,27,1,0,0,4,12
270530001022002,91657,000102,Lind - Bohanon,02,4,79,79,21,39,1,14,0,0,4
270530001022003,91658,000102,Lind - Bohanon,02,4,62,62,38,16,0,0,0,8,0
270530001022004,91659,000102,Lind - Bohanon,02,4,66,66,34,19,0,9,0,0,4
270530001022005,91660,000102,Lind - Bohanon,02,4,48,48,37,7,0,0,0,4,0
270530001022006,91661,000102,Lind - Bohanon,02,4,102,102,67,27,0,0,0,1,7
270530001022007,91662,000102,Lind - Bohanon,02,4,7,7,7,0,0,0,0,0,0
270530001022008,91663,000102,Lind - Bohanon,02,4,7,7,7,0,0,0,0,0,0
270530001022009,91664,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001022010,91665,000102,Lind - Bohanon,02,4,11,11,6,3,0,0,0,1,1
270530001022011,91666,000102,Lind - Bohanon,02,4,49,49,19,23,3,0,0,4,0
270530001022012,91667,000102,Lind - Bohanon,02,4,60,60,32,20,1,4,0,0,3
270530001022013,91668,000102,Lind - Bohanon,02,4,61,61,17,36,0,8,0,0,0
270530001022014,91669,000102,Lind - Bohanon,02,4,64,64,23,33,0,5,0,0,3
270530001022015,91670,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001022016,91671,000102,Lind - Bohanon,02,4,72,72,10,38,2,15,0,2,5
270530001022017,91672,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001023000,91674,000102,Lind - Bohanon,02,4,66,66,26,25,0,8,0,0,7
270530001023001,91675,000102,Lind - Bohanon,02,4,55,55,32,7,3,7,0,2,4
270530001023002,91676,000102,Lind - Bohanon,02,4,61,61,49,4,0,3,0,4,1
270530001023003,91677,000102,Lind - Bohanon,02,4,57,57,47,10,0,0,0,0,0
270530001023004,91678,000102,Lind - Bohanon,02,4,73,73,43,13,4,5,0,4,4
270530001023005,91679,000102,Lind - Bohanon,02,4,49,49,29,16,0,4,0,0,0
270530001023006,91680,000102,Lind - Bohanon,02,4,47,47,27,17,0,0,0,0,3
270530001023007,91681,000102,Lind - Bohanon,02,4,57,57,39,11,1,4,0,0,2
270530001023008,91682,000102,Lind - Bohanon,02,4,48,48,33,11,2,0,0,0,2
270530001023009,91683,000102,Lind - Bohanon,02,4,74,74,41,13,1,12,0,2,5
270530001023010,91684,000102,Lind - Bohanon,02,4,36,36,25,9,0,0,0,0,2
270530001023011,91685,000102,Lind - Bohanon,02,4,71,71,44,18,0,5,0,1,3
270530001023012,91686,000102,Lind - Bohanon,02,4,63,63,34,9,0,5,0,6,9
270530001023013,91687,000102,Lind - Bohanon,02,4,76,76,32,21,4,0,0,11,8
270530001023014,91688,000102,Lind - Bohanon,02,4,57,57,32,15,2,4,0,0,4
270530001023015,91689,000102,Lind - Bohanon,02,4,66,66,26,27,6,1,0,0,6
270530001024000,91691,000102,Lind - Bohanon,02,4,61,61,37,17,0,6,0,0,1
270530001024001,91692,000102,Lind - Bohanon,02,4,56,56,31,9,0,5,0,0,11
270530001024002,91693,000102,Lind - Bohanon,02,4,0,0,0,0,0,0,0,0,0
270530001024003,91694,000102,Lind - Bohanon,02,4,35,35,23,4,0,5,0,0,3
270530001024004,91695,000102,Lind - Bohanon,02,4,48,48,27,14,1,0,0,5,1
270530001024005,91696,000102,Lind - Bohanon,02,4,73,73,26,30,0,4,0,4,9
270530001024006,91697,000102,Lind - Bohanon,02,4,15,15,8,0,0,5,0,1,1
270530001024007,91698,000102,Lind - Bohanon,02,4,4,4,0,4,0,0,0,0,0
270530001024008,91699,000102,Lind - Bohanon,02,4,50,50,23,27,0,0,0,0,0
270530001024009,91700,000102,Lind - Bohanon,02,4,50,50,27,16,0,3,0,0,4
270530001024010,91701,000102,Lind - Bohanon,02,4,54,54,26,19,0,0,0,0,9
270530001024011,91702,000102,Lind - Bohanon,02,4,65,65,45,11,0,2,0,1,6
270530001024012,91703,000102,Lind - Bohanon,02,4,78,78,47,13,1,11,0,0,6
270530001025000,91705,000102,Lind - Bohanon,02,4,58,58,34,12,1,10,0,0,1
270530001025001,91706,000102,Lind - Bohanon,02,4,62,62,31,10,8,12,0,0,1
270530001025002,91707,000102,Lind - Bohanon,02,4,55,55,45,5,0,2,0,0,3
270530001025003,91708,000102,Lind - Bohanon,02,4,68,68,37,21,1,6,0,3,0
270530001025004,91709,000102,Lind - Bohanon,02,4,117,117,62,19,7,17,0,1,11
270530001025005,91710,000102,Lind - Bohanon,02,4,70,70,41,16,1,3,0,6,3
270530001025006,91711,000102,Lind - Bohanon,02,4,87,87,27,24,1,24,0,0,11
270530001025007,91712,000102,Lind - Bohanon,02,4,81,81,36,33,0,5,0,0,7
270530001025008,91713,000102,Lind - Bohanon,02,4,64,64,34,24,0,2,0,0,4
270530001025009,91714,000102,Lind - Bohanon,02,4,52,52,26,15,0,5,0,0,6
270530001025010,91715,000102,Lind - Bohanon,02,4,8,8,0,7,0,1,0,0,0
270530001025011,91716,000102,Lind - Bohanon,02,4,60,60,36,5,1,15,0,0,3
270530001025012,91717,000102,Lind - Bohanon,02,4,79,79,28,33,1,4,0,13,0
270530001025013,91718,000102,Lind - Bohanon,02,4,70,70,33,25,2,9,0,0,1
270530001025014,91719,000102,Lind - Bohanon,02,4,60,60,25,18,1,4,0,6,6
270530001025015,91720,000102,Lind - Bohanon,02,4,67,67,21,19,0,11,0,12,4
270530003001000,91723,000300,Victory,03,4,89,89,34,20,0,35,0,0,0
270530003001001,91724,000300,Victory,03,4,66,66,33,21,0,12,0,0,0
270530003001002,91725,000300,Victory,03,4,65,65,58,2,0,0,0,0,5
270530003001003,91726,000300,Victory,03,4,57,57,47,5,0,1,0,0,4
270530003001004,91727,000300,Victory,03,4,77,77,48,18,0,4,0,0,7
270530003001005,91728,000300,Victory,03,4,72,72,53,18,0,1,0,0,0
270530003001006,91729,000300,Victory,03,4,57,57,46,9,0,0,0,0,2
270530003001007,91730,000300,Victory,03,4,75,75,40,26,5,0,0,0,4
270530003001008,91731,000300,Victory,03,4,91,91,55,28,7,0,0,0,1
270530003001009,91732,000300,Victory,03,4,64,64,50,7,0,0,0,0,7
270530003001010,91733,000300,Victory,03,4,61,61,54,7,0,0,0,0,0
270530003001011,91734,000300,Victory,03,4,77,77,41,13,1,8,0,1,13
270530003002000,91736,000300,Victory,03,4,75,75,42,22,0,0,0,1,10
270530003002001,91737,000300,Victory,03,4,84,84,52,5,0,9,0,9,9
270530003002002,91738,000300,Victory,03,4,70,70,42,24,0,0,0,0,4
270530003002003,91739,000300,Victory,03,4,70,70,61,2,0,0,0,0,7
270530003002004,91740,000300,Victory,03,4,79,79,45,33,0,0,0,0,1
270530003002005,91741,000300,Victory,03,4,77,77,41,28,0,5,0,0,3
270530003002006,91742,000300,Victory,03,4,82,82,52,19,0,3,0,0,8
270530003002007,91743,000300,Victory,03,4,56,56,36,15,0,1,0,0,4
270530003002008,91744,000300,Victory,03,4,50,50,33,9,0,0,0,0,8
270530003002009,91745,000300,Victory,03,4,81,81,56,4,0,15,0,4,2
270530003002010,91746,000300,Victory,03,4,48,48,33,6,1,0,0,2,6
270530003002011,91747,000300,Victory,03,4,87,87,35,45,0,0,0,0,7
270530003003000,91749,000300,Victory,03,4,19,19,11,1,0,0,0,5,2
270530003003001,91750,000300,Victory,03,4,65,65,43,13,0,2,0,0,7
270530003003002,91751,000300,Victory,03,4,54,54,50,0,0,0,0,2,2
270530003003003,91752,000300,Victory,03,4,57,57,51,0,3,0,0,3,0
270530003003004,91753,000300,Victory,03,4,74,74,64,4,0,0,0,0,6
270530003003005,91754,000300,Victory,03,4,65,65,52,8,0,0,0,1,4
270530003003006,91755,000300,Victory,03,4,67,67,53,7,2,0,0,1,4
270530003003007,91756,000300,Victory,03,4,77,77,35,24,0,6,0,4,8
270530003003008,91757,000300,Victory,03,4,83,83,36,36,3,1,0,0,7
270530003003009,91758,000300,Victory,03,4,54,54,39,12,0,1,0,0,2
270530003003010,91759,000300,Victory,03,4,56,56,42,5,0,9,0,0,0
270530003003011,91760,000300,Victory,03,4,69,69,59,7,1,1,0,1,0
270530003004000,91762,000300,Victory,03,4,80,80,59,19,1,0,0,1,0
270530003004001,91763,000300,Victory,03,4,61,61,57,0,0,0,0,4,0
270530003004002,91764,000300,Victory,03,4,70,70,61,4,3,0,0,2,0
270530003004003,91765,000300,Victory,03,4,67,67,53,6,0,0,0,0,8
270530003004004,91766,000300,Victory,03,4,56,56,53,0,1,0,0,0,2
270530003004005,91767,000300,Victory,03,4,47,47,40,2,2,0,1,2,0
270530003004006,91768,000300,Victory,03,4,53,53,50,1,0,0,0,0,2
270530003004007,91769,000300,Victory,03,4,65,65,47,9,2,0,0,3,4
270530003004008,91770,000300,Victory,03,4,57,57,33,16,2,0,0,2,4
270530003004009,91771,000300,Victory,03,4,54,54,52,2,0,0,0,0,0
270530003004010,91772,000300,Victory,03,4,59,59,59,0,0,0,0,0,0
270530003004011,91773,000300,Victory,03,4,54,54,53,1,0,0,0,0,0
270530006011000,91776,000601,Waite Park,12,1,115,115,98,0,0,10,1,0,6
270530006011001,91777,000601,Waite Park,12,1,18,18,15,0,0,3,0,0,0
270530006011002,91778,000601,Waite Park,12,1,14,14,9,0,0,5,0,0,0
270530006011003,91779,000601,Waite Park,12,1,16,16,13,1,0,2,0,0,0
270530006011004,91780,000601,Waite Park,12,1,35,35,29,0,0,0,0,4,2
270530006011005,91781,000601,Waite Park,12,1,12,12,7,0,0,5,0,0,0
270530006011006,91782,000601,Waite Park,12,1,39,39,29,2,0,5,0,3,0
270530006011007,91783,000601,Waite Park,12,1,11,11,4,0,0,2,0,4,1
270530006011008,91784,000601,Waite Park,12,1,43,43,39,3,0,0,0,1,0
270530006011009,91785,000601,Waite Park,12,1,25,25,22,2,0,0,0,0,1
270530006011010,91786,000601,Waite Park,12,1,54,54,51,0,2,0,0,0,1
270530006011011,91787,000601,Waite Park,12,1,58,58,49,0,0,0,0,8,1
270530006011012,91788,000601,Waite Park,12,1,62,62,52,4,0,0,0,4,2
270530006011013,91789,000601,Waite Park,12,1,46,46,43,1,2,0,0,0,0
270530006011014,91790,000601,Waite Park,12,1,56,56,45,5,0,1,0,5,0
270530006011015,91791,000601,Waite Park,12,1,59,59,54,0,0,0,0,2,3
270530006011016,91792,000601,Waite Park,12,1,50,50,42,0,1,3,0,2,2
270530006011017,91793,000601,Waite Park,12,1,75,75,67,0,0,5,0,0,3
270530006011018,91794,000601,Waite Park,12,1,64,64,53,0,1,10,0,0,0
270530006011019,91795,000601,Waite Park,12,1,56,56,52,3,0,1,0,0,0
270530006011020,91796,000601,Waite Park,12,1,52,52,40,2,0,4,0,6,0
270530006011021,91797,000601,Waite Park,12,1,263,263,157,88,1,2,0,1,14
270530006011022,91798,000601,Waite Park,12,1,63,63,50,7,0,0,0,4,2
270530006011023,91799,000601,Waite Park,12,1,47,47,40,2,0,1,0,0,4
270530006011024,91800,000601,Waite Park,12,1,54,54,42,0,0,10,0,0,2
270530006011025,91801,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006011026,91802,000601,Waite Park,12,1,25,25,9,10,0,0,0,2,4
270530006012000,91804,000601,Waite Park,12,1,49,49,36,4,0,4,0,5,0
270530006012001,91805,000601,Waite Park,12,1,52,52,43,3,0,1,0,0,5
270530006012002,91806,000601,Waite Park,12,1,48,48,44,0,0,3,0,1,0
270530006012003,91807,000601,Waite Park,12,1,60,60,50,4,0,0,0,2,4
270530006012004,91808,000601,Waite Park,12,1,49,49,44,1,0,0,0,2,2
270530006012005,91809,000601,Waite Park,12,1,54,54,42,2,1,3,0,0,6
270530006012006,91810,000601,Waite Park,12,1,65,65,54,3,0,0,0,0,8
270530006012007,91811,000601,Waite Park,12,1,51,51,42,0,0,6,0,1,2
270530006012008,91812,000601,Waite Park,12,1,83,83,39,12,1,7,0,17,7
270530006012009,91813,000601,Waite Park,12,1,56,56,46,0,0,0,0,0,10
270530006012010,91814,000601,Waite Park,12,1,50,50,47,1,0,0,0,0,2
270530006012011,91815,000601,Waite Park,12,1,58,58,55,0,0,1,0,0,2
270530006012012,91816,000601,Waite Park,12,1,48,48,45,2,0,1,0,0,0
270530006012013,91817,000601,Waite Park,12,1,51,51,48,0,2,0,0,0,1
270530006012014,91818,000601,Waite Park,12,1,52,52,51,0,0,0,0,0,1
270530006012015,91819,000601,Waite Park,12,1,52,52,41,3,0,2,0,4,2
270530006012016,91820,000601,Waite Park,12,1,51,51,42,0,0,1,0,6,2
270530006012017,91821,000601,Waite Park,12,1,50,50,39,0,0,0,0,6,5
270530006012018,91822,000601,Waite Park,12,1,42,42,42,0,0,0,0,0,0
270530006012019,91823,000601,Waite Park,12,1,62,62,47,0,0,6,0,9,0
270530006012020,91824,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006012021,91825,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006012022,91826,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006012023,91827,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006012024,91828,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006012025,91829,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006012026,91830,000601,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006013000,91832,000601,Audubon Park,16,1,0,0,0,0,0,0,0,0,0
270530006013001,91833,000601,Audubon Park,16,1,0,0,0,0,0,0,0,0,0
270530006013002,91834,000601,Audubon Park,16,1,0,0,0,0,0,0,0,0,0
270530006013003,91835,000601,Audubon Park,16,1,0,0,0,0,0,0,0,0,0
270530006013004,91836,000601,Audubon Park,16,1,44,44,27,12,0,4,0,0,1
270530006013005,91837,000601,Audubon Park,16,1,51,51,50,1,0,0,0,0,0
270530006013006,91838,000601,Audubon Park,16,1,42,42,35,1,0,0,0,0,6
270530006013007,91839,000601,Audubon Park,16,1,75,75,34,24,0,3,0,12,2
270530006013008,91840,000601,Audubon Park,16,1,41,41,32,2,0,7,0,0,0
270530006013009,91841,000601,Audubon Park,16,1,58,58,47,0,4,0,2,0,5
270530006013010,91842,000601,Audubon Park,16,1,120,120,49,33,2,2,0,24,10
270530006013011,91843,000601,Audubon Park,16,1,78,78,69,3,1,0,0,2,3
270530006013012,91844,000601,Audubon Park,16,1,91,91,73,4,1,0,0,3,10
270530006013013,91845,000601,Audubon Park,16,1,69,69,62,2,0,0,0,4,1
270530006013014,91846,000601,Audubon Park,16,1,40,40,38,1,0,1,0,0,0
270530006013015,91847,000601,Audubon Park,16,1,65,65,49,7,1,0,0,0,8
270530006013016,91848,000601,Audubon Park,16,1,63,63,61,0,0,0,0,0,2
270530006013017,91849,000601,Audubon Park,16,1,55,55,53,0,0,2,0,0,0
270530006013018,91850,000601,Audubon Park,16,1,61,61,52,1,5,1,0,0,2
270530006013019,91851,000601,Audubon Park,16,1,58,58,53,1,0,2,0,0,2
270530006013020,91852,000601,Audubon Park,16,1,59,59,54,0,0,1,0,4,0
270530006013021,91853,000601,Audubon Park,16,1,53,53,42,5,0,0,0,4,2
270530006014000,91855,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014001,91856,000601,Columbia Park,11,1,37,37,31,6,0,0,0,0,0
270530006014002,91857,000601,Columbia Park,11,1,80,80,72,1,0,5,0,2,0
270530006014003,91858,000601,Columbia Park,11,1,51,51,40,1,0,0,0,1,9
270530006014004,91859,000601,Columbia Park,11,1,104,104,85,14,0,0,0,0,5
270530006014005,91860,000601,Columbia Park,11,1,94,94,36,48,0,2,0,1,7
270530006014006,91861,000601,Columbia Park,11,1,42,42,27,2,6,0,0,7,0
270530006014007,91862,000601,Columbia Park,11,1,99,99,86,1,0,0,0,7,5
270530006014008,91863,000601,Columbia Park,11,1,54,54,46,1,0,5,0,0,2
270530006014009,91864,000601,Columbia Park,11,1,28,28,26,0,0,1,0,1,0
270530006014010,91865,000601,Columbia Park,11,1,94,94,79,3,1,3,0,0,8
270530006014011,91866,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014012,91867,000601,Columbia Park,11,1,69,69,64,0,1,0,0,4,0
270530006014013,91868,000601,Columbia Park,11,1,92,92,71,9,2,1,0,0,9
270530006014014,91869,000601,Columbia Park,11,1,108,108,80,19,1,0,0,2,6
270530006014015,91870,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014016,91871,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014017,91872,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014018,91873,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014019,91874,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014020,91875,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014021,91876,000601,Columbia Park,11,1,71,71,57,12,1,0,0,0,1
270530006014022,91877,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014023,91878,000601,Marshall Terrace,13,1,0,0,0,0,0,0,0,0,0
270530006014024,91879,000601,Marshall Terrace,13,1,0,0,0,0,0,0,0,0,0
270530006014025,91880,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006014026,91881,000601,Columbia Park,11,1,0,0,0,0,0,0,0,0,0
270530006031000,91884,000603,Waite Park,12,1,47,47,38,6,0,3,0,0,0
270530006031001,91885,000603,Waite Park,12,1,87,87,66,2,0,12,0,4,3
270530006031002,91886,000603,Waite Park,12,1,55,55,50,0,1,4,0,0,0
270530006031003,91887,000603,Waite Park,12,1,43,43,43,0,0,0,0,0,0
270530006031004,91888,000603,Waite Park,12,1,35,35,31,0,0,4,0,0,0
270530006031005,91889,000603,Waite Park,12,1,40,40,37,0,1,0,0,2,0
270530006031006,91890,000603,Waite Park,12,1,153,153,135,0,0,8,0,3,7
270530006031007,91891,000603,Waite Park,12,1,49,49,42,0,0,0,0,4,3
270530006031008,91892,000603,Waite Park,12,1,39,39,38,0,0,0,0,0,1
270530006032000,91894,000603,Waite Park,12,1,65,65,49,9,1,6,0,0,0
270530006032001,91895,000603,Waite Park,12,1,38,38,32,0,0,0,0,6,0
270530006032002,91896,000603,Waite Park,12,1,47,47,40,0,5,0,0,0,2
270530006032003,91897,000603,Waite Park,12,1,78,78,65,0,1,8,0,0,4
270530006032004,91898,000603,Waite Park,12,1,58,58,50,0,0,0,0,7,1
270530006032005,91899,000603,Waite Park,12,1,14,14,11,0,0,1,0,0,2
270530006032006,91900,000603,Waite Park,12,1,34,34,30,0,0,3,0,0,1
270530006032007,91901,000603,Waite Park,12,1,50,50,44,1,0,4,0,0,1
270530006032008,91902,000603,Waite Park,12,1,196,196,175,0,3,6,0,5,7
270530006032009,91903,000603,Waite Park,12,1,0,0,0,0,0,0,0,0,0
270530006032010,91904,000603,Waite Park,12,1,60,60,53,4,0,0,0,0,3
270530006032011,91905,000603,Waite Park,12,1,47,47,38,2,0,5,0,1,1
270530006033000,91907,000603,Waite Park,12,1,69,69,52,12,0,3,0,0,2
270530006033001,91908,000603,Waite Park,12,1,54,54,51,0,0,3,0,0,0
270530006033002,91909,000603,Waite Park,12,1,61,61,52,8,0,0,0,0,1
270530006033003,91910,000603,Waite Park,12,1,51,51,43,4,0,1,0,1,2
270530006033004,91911,000603,Waite Park,12,1,45,45,41,3,1,0,0,0,0
270530006033005,91912,000603,Waite Park,12,1,63,63,62,0,0,1,0,0,0
270530006033006,91913,000603,Waite Park,12,1,55,55,47,0,0,5,0,0,3
270530006033007,91914,000603,Waite Park,12,1,47,47,45,1,0,1,0,0,0
270530006033008,91915,000603,Waite Park,12,1,56,56,44,1,2,3,0,2,4
270530006033009,91916,000603,Waite Park,12,1,48,48,46,0,0,0,0,0,2
270530006033010,91917,000603,Waite Park,12,1,55,55,54,0,0,0,0,0,1
270530006033011,91918,000603,Waite Park,12,1,47,47,45,0,0,1,0,0,1
270530006033012,91919,000603,Waite Park,12,1,69,69,65,0,0,0,0,0,4
270530006033013,91920,000603,Waite Park,12,1,56,56,53,0,0,0,0,1,2
270530006033014,91921,000603,Waite Park,12,1,49,49,45,0,1,1,0,0,2
270530006033015,91922,000603,Waite Park,12,1,65,65,55,1,0,0,0,7,2
