GEOID,LOGRECNO,TRACT,Neighborhood_Name,Neighborhood_Num,WARDS,population,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008
270530120014016,93216,012001,Armatage,66,13,53,53,45,6,0,1,0,1,0
270530120014017,93217,012001,Armatage,66,13,48,48,40,0,0,5,0,1,2
270530120014018,93218,012001,Armatage,66,13,71,71,42,27,0,1,0,0,1
270530120014019,93219,012001,Armatage,66,13,49,49,34,10,0,0,0,0,5
270530120014020,93220,012001,Armatage,66,13,47,47,42,0,0,4,0,0,1
270530120014021,93221,012001,Armatage,66,13,25,25,19,0,0,0,0,6,0
270530120014022,93222,012001,Armatage,66,13,62,62,60,2,0,0,0,0,0
270530120015000,93224,012001,Armatage,66,13,36,36,30,6,0,0,0,0,0
270530120015001,93225,012001,Armatage,66,13,58,58,52,4,0,0,0,0,2
270530120015002,93226,012001,Armatage,66,13,62,62,54,6,0,0,0,0,2
270530120015003,93227,012001,Armatage,66,13,48,48,46,0,0,0,0,1,1
270530120015004,93228,012001,Armatage,66,13,46,46,45,0,0,1,0,0,0
270530120015005,93229,012001,Armatage,66,13,57,57,46,0,0,0,0,4,7
270530120015006,93230,012001,Armatage,66,13,46,46,45,0,0,1,0,0,0
270530120015007,93231,012001,Armatage,66,13,50,50,44,0,0,1,0,0,5
270530120015008,93232,012001,Armatage,66,13,38,38,30,1,0,6,0,0,1
270530120015009,93233,012001,Armatage,66,13,63,63,41,16,0,6,0,0,0
270530120015010,93234,012001,Armatage,66,13,44,44,35,1,0,6,0,0,2
270530120015011,93235,012001,Armatage,66,13,46,46,42,2,0,1,0,1,0
270530120015012,93236,012001,Armatage,66,13,36,36,31,2,1,0,0,2,0
270530120015013,93237,012001,Armatage,66,13,49,49,39,10,0,0,0,0,0
270530120016000,93239,012001,Armatage,66,13,115,115,98,5,6,1,0,1,4
270530120016001,93240,012001,Armatage,66,13,37,37,36,0,0,0,0,1,0
270530120016002,93241,012001,Armatage,66,13,54,54,47,5,0,1,0,0,1
270530120016003,93242,012001,Armatage,66,13,88,88,88,0,0,0,0,0,0
270530120016004,93243,012001,Armatage,66,13,66,66,54,6,1,0,0,5,0
270530120016005,93244,012001,Armatage,66,13,41,41,28,4,0,8,0,0,1
270530120016006,93245,012001,Armatage,66,13,131,131,65,37,7,6,0,0,16
270530120016007,93246,012001,Armatage,66,13,94,94,56,29,0,0,0,8,1
270530120016008,93247,012001,Armatage,66,13,53,53,42,4,0,7,0,0,0
270530120016009,93248,012001,Armatage,66,13,72,72,69,2,0,0,0,1,0
270530120016010,93249,012001,Armatage,66,13,57,57,44,10,0,1,0,0,2
270530120016011,93250,012001,Armatage,66,13,48,48,42,0,0,0,0,1,5
270530120016012,93251,012001,Armatage,66,13,47,47,43,4,0,0,0,0,0
270530120016013,93252,012001,Armatage,66,13,24,24,18,6,0,0,0,0,0
270530120017000,93254,012001,Armatage,66,13,0,0,0,0,0,0,0,0,0
270530120017001,93255,012001,Armatage,66,13,65,65,60,0,0,1,0,0,4
270530120017002,93256,012001,Armatage,66,13,50,50,46,4,0,0,0,0,0
270530120017003,93257,012001,Armatage,66,13,60,60,56,1,0,2,0,0,1
270530120017004,93258,012001,Armatage,66,13,49,49,46,1,0,1,0,0,1
270530120017005,93259,012001,Armatage,66,13,44,44,44,0,0,0,0,0,0
270530120017006,93260,012001,Armatage,66,13,141,141,95,21,4,13,0,3,5
270530120017007,93261,012001,Armatage,66,13,83,83,38,37,2,0,0,0,6
270530120017008,93262,012001,Armatage,66,13,58,58,53,0,0,4,1,0,0
270530120017009,93263,012001,Armatage,66,13,77,77,63,2,0,8,0,0,4
270530120017010,93264,012001,Armatage,66,13,98,98,90,3,0,1,0,4,0
270530120031000,93267,012003,Windom,68,11,42,42,28,3,0,0,0,0,11
270530120031001,93268,012003,Windom,68,11,26,26,25,0,1,0,0,0,0
270530120031002,93269,012003,Windom,68,11,35,35,33,0,0,2,0,0,0
270530120031003,93270,012003,Windom,68,11,2,2,2,0,0,0,0,0,0
270530120031004,93271,012003,Windom,68,11,119,119,52,38,4,5,1,15,4
270530120031005,93272,012003,Windom,68,11,20,20,14,4,0,0,0,1,1
270530120031006,93273,012003,Windom,68,11,100,100,83,4,0,4,0,9,0
270530120031007,93274,012003,Windom,68,11,236,236,136,66,1,15,1,2,15
270530120031008,93275,012003,Windom,68,11,0,0,0,0,0,0,0,0,0
270530120032000,93277,012003,Diamond Lake,82,11,74,74,53,1,0,7,0,13,0
270530120032001,93278,012003,Diamond Lake,82,11,56,56,42,2,0,4,0,8,0
270530120032002,93279,012003,Diamond Lake,82,11,47,47,40,3,0,1,0,0,3
270530120032003,93280,012003,Diamond Lake,82,11,41,41,26,11,3,1,0,0,0
270530120032004,93281,012003,Diamond Lake,82,11,53,53,38,14,0,0,1,0,0
270530120032005,93282,012003,Diamond Lake,82,11,51,51,34,9,0,0,3,4,1
270530120032006,93283,012003,Diamond Lake,82,11,55,55,46,5,1,0,0,0,3
270530120032007,93284,012003,Diamond Lake,82,11,60,60,49,4,0,1,0,0,6
270530120032008,93285,012003,Diamond Lake,82,11,75,75,55,4,0,3,0,9,4
270530120032009,93286,012003,Diamond Lake,82,11,113,113,68,20,0,0,0,23,2
270530120032010,93287,012003,Diamond Lake,82,11,40,40,33,4,0,3,0,0,0
270530120032011,93288,012003,Diamond Lake,82,11,52,52,41,10,0,0,0,1,0
270530120032012,93289,012003,Diamond Lake,82,11,43,43,24,15,0,2,0,0,2
270530120032013,93290,012003,Diamond Lake,82,11,45,45,25,10,0,0,0,10,0
270530120032014,93291,012003,Diamond Lake,82,11,29,29,23,4,0,0,0,0,2
270530120033000,93293,012003,Diamond Lake,82,11,95,95,77,13,2,0,0,0,3
270530120033001,93294,012003,Diamond Lake,82,11,69,69,58,0,0,2,0,3,6
270530120033002,93295,012003,Diamond Lake,82,11,53,53,40,13,0,0,0,0,0
270530120033003,93296,012003,Diamond Lake,82,11,145,145,130,4,0,6,0,0,5
270530120033004,93297,012003,Diamond Lake,82,11,205,205,180,11,2,0,0,5,7
270530120033005,93298,012003,Diamond Lake,82,11,35,35,27,1,0,0,0,6,1
270530120033006,93299,012003,Diamond Lake,82,11,52,52,47,4,0,1,0,0,0
270530120033007,93300,012003,Diamond Lake,82,11,82,82,66,14,0,0,0,2,0
270530120033008,93301,012003,Diamond Lake,82,11,110,110,93,11,0,1,0,0,5
270530120033009,93302,012003,Diamond Lake,82,11,0,0,0,0,0,0,0,0,0
270530120033010,93303,012003,Diamond Lake,82,11,66,66,60,2,0,2,0,0,2
270530120033011,93304,012003,Diamond Lake,82,11,73,73,62,3,0,4,0,0,4
270530120033012,93305,012003,Diamond Lake,82,11,53,53,47,3,0,1,0,0,2
270530120033013,93306,012003,Diamond Lake,82,11,64,64,47,13,0,1,0,0,3
270530120033014,93307,012003,Diamond Lake,82,11,56,56,55,0,0,0,0,0,1
270530120033015,93308,012003,Diamond Lake,82,11,66,66,66,0,0,0,0,0,0
270530120033016,93309,012003,Diamond Lake,82,11,40,40,39,0,0,0,0,0,1
270530120033017,93310,012003,Diamond Lake,82,11,61,61,46,4,0,6,0,0,5
270530120033018,93311,012003,Diamond Lake,82,11,23,23,17,6,0,0,0,0,0
270530120033019,93312,012003,Diamond Lake,82,11,130,130,112,6,0,0,0,4,8
270530120034000,93314,012003,Windom,68,11,496,496,105,271,5,8,0,72,35
270530120034001,93315,012003,Windom,68,11,6,6,6,0,0,0,0,0,0
270530120034002,93316,012003,Windom,68,11,91,91,36,34,5,0,0,8,8
270530120034003,93317,012003,Diamond Lake,82,11,0,0,0,0,0,0,0,0,0
270530120035000,93319,012003,Windom,68,11,332,332,173,83,3,6,0,51,16
270530120035001,93320,012003,Windom,68,11,487,487,166,203,8,8,0,50,52
270530120035002,93321,012003,Windom,68,11,3,3,1,1,0,0,0,0,1
270530120036000,93323,012003,Windom,68,11,117,117,57,44,2,1,0,6,7
270530120036001,93324,012003,Windom,68,11,78,78,63,7,1,1,0,1,5
270530120036002,93325,012003,Windom,68,11,45,45,40,0,0,5,0,0,0
270530120036003,93326,012003,Windom,68,11,41,41,37,2,2,0,0,0,0
270530120036004,93327,012003,Windom,68,11,43,43,28,6,5,2,0,2,0
270530120036005,93328,012003,Windom,68,11,0,0,0,0,0,0,0,0,0
270530120036006,93329,012003,Windom,68,11,225,225,131,63,3,6,0,9,13
270530120036007,93330,012003,Windom,68,11,61,61,36,17,0,1,0,0,7
270530120036008,93331,012003,Windom,68,11,25,25,7,12,0,0,0,0,6
270530120036009,93332,012003,Windom,68,11,30,30,12,9,0,0,0,9,0
270530121011000,93335,012101,Wenonah,83,11,111,111,83,13,1,4,0,7,3
270530121011001,93336,012101,Wenonah,83,11,61,61,47,10,0,1,0,3,0
270530121011002,93337,012101,Wenonah,83,11,66,66,52,4,0,0,0,1,9
270530121011003,93338,012101,Wenonah,83,11,55,55,51,1,1,0,0,2,0
270530121011004,93339,012101,Wenonah,83,11,62,62,60,0,1,0,0,0,1
270530121011005,93340,012101,Wenonah,83,11,80,80,65,6,0,6,0,0,3
270530121011006,93341,012101,Wenonah,83,11,55,55,45,0,0,0,0,10,0
270530121011007,93342,012101,Wenonah,83,11,72,72,34,6,2,0,0,23,7
270530121011008,93343,012101,Wenonah,83,11,51,51,25,5,0,0,0,11,10
270530121011009,93344,012101,Wenonah,83,11,56,56,52,0,0,0,0,4,0
270530121011010,93345,012101,Wenonah,83,11,51,51,43,4,0,0,0,0,4
270530121011011,93346,012101,Wenonah,83,11,57,57,43,7,1,3,0,0,3
270530121011012,93347,012101,Wenonah,83,11,64,64,53,5,0,2,0,0,4
270530121011013,93348,012101,Wenonah,83,11,59,59,37,19,0,0,0,1,2
270530121012000,93350,012101,Wenonah,83,11,624,624,96,347,44,34,0,62,41
270530121012001,93351,012101,Wenonah,83,11,99,99,21,71,4,1,0,0,2
270530121012002,93352,012101,Wenonah,83,11,524,524,124,41,14,13,0,288,44
270530121012003,93353,012101,Wenonah,83,11,38,38,33,0,0,0,0,1,4
270530121012004,93354,012101,Wenonah,83,11,0,0,0,0,0,0,0,0,0
270530121012005,93355,012101,Wenonah,83,11,0,0,0,0,0,0,0,0,0
270530121012006,93356,012101,Wenonah,83,11,10,10,4,0,0,6,0,0,0
270530121012008,93357,012101,Wenonah,83,11,7,7,7,0,0,0,0,0,0
270530121013000,93359,012101,Wenonah,83,11,93,93,58,17,8,8,0,0,2
270530121013001,93360,012101,Wenonah,83,11,79,79,51,20,0,7,0,1,0
270530121013002,93361,012101,Wenonah,83,11,66,66,56,1,1,0,1,5,2
270530121013003,93362,012101,Wenonah,83,11,74,74,43,9,1,1,0,11,9
270530121013004,93363,012101,Wenonah,83,11,82,82,66,11,1,0,0,0,4
270530121013005,93364,012101,Wenonah,83,11,77,77,59,12,0,0,0,6,0
270530121013006,93365,012101,Wenonah,83,11,72,72,71,0,0,0,0,1,0
270530121013007,93366,012101,Wenonah,83,11,74,74,54,9,0,0,0,3,8
270530121013008,93367,012101,Wenonah,83,11,55,55,50,2,0,1,0,0,2
270530121013009,93368,012101,Wenonah,83,11,49,49,45,1,0,2,0,0,1
270530121013010,93369,012101,Wenonah,83,11,71,71,65,1,0,0,0,0,5
270530121013011,93370,012101,Wenonah,83,11,32,32,32,0,0,0,0,0,0
270530121013012,93371,012101,Wenonah,83,11,31,31,26,0,1,0,0,0,4
270530121013013,93372,012101,Wenonah,83,11,24,24,21,0,2,1,0,0,0
270530121013014,93373,012101,Wenonah,83,11,15,15,14,1,0,0,0,0,0
270530121013015,93374,012101,Wenonah,83,11,10,10,5,1,0,1,0,0,3
270530121013016,93375,012101,Wenonah,83,11,0,0,0,0,0,0,0,0,0
270530121013021,93376,012101,Wenonah,83,11,23,23,22,0,0,1,0,0,0
270530121013022,93377,012101,Wenonah,83,11,28,28,17,2,0,1,0,5,3
270530121021000,93380,012102,Morris Park,84,12,74,74,52,6,0,0,0,10,6
270530121021001,93381,012102,Morris Park,84,12,68,68,50,4,0,0,0,7,7
270530121021002,93382,012102,Morris Park,84,12,62,62,50,3,0,0,0,9,0
270530121021003,93383,012102,Morris Park,84,12,46,46,42,1,3,0,0,0,0
270530121021004,93384,012102,Morris Park,84,12,63,63,52,5,4,0,0,0,2
270530121021005,93385,012102,Morris Park,84,12,53,53,45,2,0,0,0,1,5
270530121021006,93386,012102,Morris Park,84,12,50,50,47,0,0,0,0,3,0
270530121021007,93387,012102,Morris Park,84,12,52,52,47,0,2,1,0,0,2
270530121021008,93388,012102,Morris Park,84,12,64,64,43,2,0,4,0,15,0
270530121021009,93389,012102,Morris Park,84,12,48,48,45,2,0,0,0,0,1
270530121021010,93390,012102,Morris Park,84,12,63,63,56,4,0,2,0,0,1
270530121021011,93391,012102,Morris Park,84,12,67,67,53,6,0,0,0,1,7
270530121022000,93393,012102,Morris Park,84,12,42,42,28,1,2,0,0,8,3
270530121022001,93394,012102,Morris Park,84,12,40,40,33,4,0,0,0,0,3
270530121022002,93395,012102,Morris Park,84,12,40,40,40,0,0,0,0,0,0
270530121022003,93396,012102,Morris Park,84,12,46,46,40,4,0,2,0,0,0
270530121022004,93397,012102,Morris Park,84,12,46,46,37,0,1,2,0,6,0
270530121022005,93398,012102,Morris Park,84,12,33,33,28,0,0,0,0,3,2
270530121022006,93399,012102,Morris Park,84,12,51,51,27,0,0,14,0,9,1
270530121022007,93400,012102,Morris Park,84,12,44,44,33,4,0,0,0,4,3
270530121022008,93401,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022009,93402,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022010,93403,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022011,93404,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022012,93405,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022013,93406,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022014,93407,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022015,93408,012102,Morris Park,84,12,56,56,50,6,0,0,0,0,0
270530121022016,93409,012102,Morris Park,84,12,71,71,54,11,0,4,0,2,0
270530121022017,93410,012102,Morris Park,84,12,78,78,67,6,0,3,0,0,2
270530121022018,93411,012102,Morris Park,84,12,82,82,44,15,7,0,0,0,16
270530121022020,93412,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022021,93413,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022022,93414,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022023,93415,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022024,93416,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022025,93417,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022026,93418,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022028,93419,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022030,93420,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022032,93421,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022034,93422,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022035,93423,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022036,93424,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022037,93425,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022038,93426,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022039,93427,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121022040,93428,012102,Morris Park,84,12,0,0,0,0,0,0,0,0,0
270530121023000,93430,012102,Morris Park,84,12,36,36,20,3,5,0,0,1,7
270530121023001,93431,012102,Morris Park,84,12,48,48,34,10,0,4,0,0,0
270530121023002,93432,012102,Morris Park,84,12,48,48,47,0,0,0,0,0,1
270530121023003,93433,012102,Morris Park,84,12,51,51,47,4,0,0,0,0,0
270530121023004,93434,012102,Morris Park,84,12,34,34,34,0,0,0,0,0,0
270530121023005,93435,012102,Morris Park,84,12,1,1,1,0,0,0,0,0,0
270530121023006,93436,012102,Morris Park,84,12,59,59,42,6,3,0,0,2,6
270530121023007,93437,012102,Morris Park,84,12,61,61,52,0,0,5,0,0,4
270530121023008,93438,012102,Morris Park,84,12,59,59,58,1,0,0,0,0,0
270530121023009,93439,012102,Morris Park,84,12,52,52,41,5,4,1,0,0,1
270530121023010,93440,012102,Morris Park,84,12,63,63,48,4,0,3,0,3,5
270530121023011,93441,012102,Morris Park,84,12,69,69,66,3,0,0,0,0,0
270530121024000,93443,012102,Morris Park,84,12,96,96,80,5,1,1,0,1,8
270530121024001,93444,012102,Morris Park,84,12,101,101,85,6,5,0,0,1,4
270530121024002,93445,012102,Morris Park,84,12,62,62,54,0,1,0,0,3,4
270530121024003,93446,012102,Morris Park,84,12,76,76,27,11,0,0,0,28,10
270530121024004,93447,012102,Morris Park,84,12,158,158,89,32,5,0,0,28,4
270530121024005,93448,012102,Morris Park,84,12,47,47,38,2,0,0,0,4,3
270530121024006,93449,012102,Morris Park,84,12,49,49,38,7,1,1,0,1,1
270530121024007,93450,012102,Morris Park,84,12,57,57,42,9,0,1,0,1,4
270530121024008,93451,012102,Morris Park,84,12,47,47,45,0,0,0,0,0,2
270530121024009,93452,012102,Morris Park,84,12,57,57,49,0,0,3,0,4,1
270530121024010,93453,012102,Morris Park,84,12,46,46,26,11,0,0,0,0,9
270530121024011,93454,012102,Morris Park,84,12,46,46,35,3,0,5,0,0,3
270530121024012,93455,012102,Morris Park,84,12,57,57,44,1,9,0,0,0,3
270531002001000,93458,100200,Victory,03,4,39,39,18,5,0,12,0,0,4
270531002001001,93459,100200,Victory,03,4,40,40,32,2,0,4,0,0,2
270531002001002,93460,100200,Victory,03,4,50,50,45,5,0,0,0,0,0
270531002001003,93461,100200,Victory,03,4,65,65,35,16,0,11,0,0,3
270531002001004,93462,100200,Victory,03,4,26,26,20,6,0,0,0,0,0
270531002001005,93463,100200,Victory,03,4,42,42,29,5,0,3,0,1,4
270531002001006,93464,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001007,93465,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001008,93466,100200,Victory,03,4,62,62,59,3,0,0,0,0,0
270531002001009,93467,100200,Victory,03,4,89,89,58,21,0,4,0,0,6
270531002001010,93468,100200,Victory,03,4,107,107,81,13,2,0,0,1,10
270531002001011,93469,100200,Victory,03,4,41,41,31,2,0,7,0,0,1
270531002001012,93470,100200,Victory,03,4,42,42,24,13,3,2,0,0,0
270531002001013,93471,100200,Victory,03,4,30,30,15,0,0,10,0,5,0
270531002001014,93472,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001015,93473,100200,Victory,03,4,37,37,36,0,0,0,0,1,0
270531002001016,93474,100200,Victory,03,4,58,58,48,1,0,0,0,8,1
270531002001017,93475,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001018,93476,100200,Victory,03,4,37,37,18,15,0,4,0,0,0
270531002001019,93477,100200,Victory,03,4,46,46,29,6,0,7,0,1,3
270531002001020,93478,100200,Victory,03,4,37,37,24,13,0,0,0,0,0
270531002001021,93479,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001022,93480,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001023,93481,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001024,93482,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001025,93483,100200,Victory,03,4,34,34,27,3,0,1,0,3,0
270531002001026,93484,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001027,93485,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001028,93486,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001029,93487,100200,Victory,03,4,32,32,16,9,0,3,0,0,4
270531002001030,93488,100200,Victory,03,4,61,61,23,13,1,12,2,4,6
270531002001031,93489,100200,Victory,03,4,24,24,14,4,0,2,0,0,4
270531002001032,93490,100200,Victory,03,4,6,6,6,0,0,0,0,0,0
270531002001033,93491,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001034,93492,100200,Victory,03,4,31,31,24,6,0,0,0,1,0
270531002001035,93493,100200,Victory,03,4,26,26,25,0,0,0,0,0,1
270531002001036,93494,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001037,93495,100200,Victory,03,4,47,47,43,0,0,0,0,0,4
270531002001038,93496,100200,Victory,03,4,0,0,0,0,0,0,0,0,0
270531002001039,93497,100200,Victory,03,4,89,89,32,25,0,16,0,7,9
270531002001040,93498,100200,Victory,03,4,76,76,49,6,0,10,0,11,0
270531002001041,93499,100200,Victory,03,4,77,77,29,35,0,11,0,1,1
270531002001042,93500,100200,Victory,03,4,56,56,34,20,0,2,0,0,0
270531002002000,93502,100200,Webber - Camden,04,4,19,19,12,1,0,2,0,0,4
270531002002001,93503,100200,Webber - Camden,04,4,37,37,23,6,3,0,0,4,1
270531002002002,93504,100200,Webber - Camden,04,4,43,43,32,9,0,0,0,0,2
270531002002003,93505,100200,Webber - Camden,04,4,58,58,23,6,0,22,0,0,7
270531002002004,93506,100200,Webber - Camden,04,4,39,39,24,7,0,6,0,0,2
270531002002005,93507,100200,Webber - Camden,04,4,10,10,10,0,0,0,0,0,0
270531002002006,93508,100200,Webber - Camden,04,4,36,36,23,9,0,1,0,0,3
270531002002007,93509,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002008,93510,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002009,93511,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002010,93512,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002011,93513,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002012,93514,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002013,93515,100200,Webber - Camden,04,4,42,42,31,11,0,0,0,0,0
270531002002014,93516,100200,Webber - Camden,04,4,46,46,24,13,0,7,0,0,2
270531002002015,93517,100200,Webber - Camden,04,4,30,30,23,4,0,0,0,0,3
270531002002016,93518,100200,Webber - Camden,04,4,44,44,19,9,0,16,0,0,0
270531002002017,93519,100200,Webber - Camden,04,4,49,49,31,8,0,0,0,2,8
270531002002018,93520,100200,Webber - Camden,04,4,48,48,27,8,2,11,0,0,0
270531002002019,93521,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002002020,93522,100200,Webber - Camden,04,4,100,100,18,59,4,0,1,4,14
270531002002021,93523,100200,Webber - Camden,04,4,74,74,37,33,0,0,0,1,3
270531002002022,93524,100200,Webber - Camden,04,4,65,65,36,22,0,7,0,0,0
270531002002023,93525,100200,Webber - Camden,04,4,79,79,38,22,1,10,0,4,4
270531002002024,93526,100200,Webber - Camden,04,4,78,78,37,21,2,4,0,0,14
270531002002025,93527,100200,Webber - Camden,04,4,91,91,22,54,0,11,0,4,0
270531002002026,93528,100200,Webber - Camden,04,4,73,73,36,31,6,0,0,0,0
270531002003000,93530,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002003001,93531,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002003002,93532,100200,Webber - Camden,04,4,235,235,72,136,4,14,0,0,9
270531002003003,93533,100200,Webber - Camden,04,4,39,39,21,18,0,0,0,0,0
270531002003004,93534,100200,Webber - Camden,04,4,50,50,24,15,6,0,0,4,1
270531002003005,93535,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002003006,93536,100200,Webber - Camden,04,4,14,14,5,6,3,0,0,0,0
270531002003007,93537,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531002003008,93538,100200,Webber - Camden,04,4,111,111,28,65,3,0,0,2,13
270531002003009,93539,100200,Webber - Camden,04,4,103,103,35,47,1,10,0,6,4
270531002003010,93540,100200,Webber - Camden,04,4,73,73,30,40,0,0,0,0,3
270531002003011,93541,100200,Webber - Camden,04,4,86,86,33,29,3,7,0,8,6
270531002003012,93542,100200,Webber - Camden,04,4,87,87,36,39,0,9,0,1,2
270531002003013,93543,100200,Webber - Camden,04,4,60,60,40,16,0,0,0,0,4
270531002003014,93544,100200,Webber - Camden,04,4,95,95,47,35,3,0,0,8,2
270531002003015,93545,100200,Webber - Camden,04,4,47,47,35,9,0,1,0,2,0
270531002003016,93546,100200,Webber - Camden,04,4,75,75,23,44,2,0,0,0,6
270531002003017,93547,100200,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531004001000,93550,100400,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270531004001001,93551,100400,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270531004001002,93552,100400,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270531004001003,93553,100400,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531004001004,93554,100400,Webber - Camden,04,4,45,45,7,20,0,18,0,0,0
270531004001005,93555,100400,Webber - Camden,04,4,127,127,38,48,4,24,0,3,10
270531004001006,93556,100400,Webber - Camden,04,4,79,79,13,45,10,7,0,0,4
270531004001007,93557,100400,Webber - Camden,04,4,97,97,21,44,0,0,0,24,8
270531004001008,93558,100400,Webber - Camden,04,4,135,135,19,80,0,30,0,0,6
270531004001009,93559,100400,Webber - Camden,04,4,15,15,12,0,3,0,0,0,0
270531004001010,93560,100400,Webber - Camden,04,4,46,46,5,18,9,3,0,11,0
270531004001011,93561,100400,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270531004001012,93562,100400,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531004001013,93563,100400,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270531004001014,93564,100400,Camden Industrial,09,4,0,0,0,0,0,0,0,0,0
270531004001015,93565,100400,Webber - Camden,04,4,65,65,29,27,0,0,0,1,8
270531004001016,93566,100400,Webber - Camden,04,4,73,73,31,32,0,0,0,0,10
270531004001017,93567,100400,Webber - Camden,04,4,92,92,25,17,2,31,0,7,10
270531004001018,93568,100400,Webber - Camden,04,4,107,107,45,35,0,6,0,17,4
270531004001019,93569,100400,Webber - Camden,04,4,95,95,32,27,0,24,0,4,8
270531004001020,93570,100400,Webber - Camden,04,4,72,72,23,32,0,9,0,1,7
270531004002000,93572,100400,Webber - Camden,04,4,86,86,30,23,1,11,0,11,10
270531004002001,93573,100400,Webber - Camden,04,4,91,91,24,34,14,14,0,5,0
270531004002002,93574,100400,Webber - Camden,04,4,86,86,33,51,0,0,0,2,0
270531004002003,93575,100400,Webber - Camden,04,4,62,62,32,24,0,3,0,0,3
270531004002004,93576,100400,Webber - Camden,04,4,90,90,31,42,2,7,0,0,8
270531004002005,93577,100400,Webber - Camden,04,4,52,52,26,16,1,0,0,5,4
270531004002006,93578,100400,Webber - Camden,04,4,47,47,30,14,2,0,0,1,0
270531004002007,93579,100400,Webber - Camden,04,4,66,66,12,28,0,23,0,1,2
270531004002008,93580,100400,Webber - Camden,04,4,68,68,20,36,0,12,0,0,0
270531004002009,93581,100400,Webber - Camden,04,4,52,52,38,5,0,7,0,0,2
270531004002010,93582,100400,Webber - Camden,04,4,66,66,27,23,0,6,0,2,8
270531004002011,93583,100400,Webber - Camden,04,4,93,93,44,30,0,15,0,0,4
270531004003000,93585,100400,Webber - Camden,04,4,78,78,32,39,0,0,0,0,7
270531004003001,93586,100400,Webber - Camden,04,4,45,45,15,26,4,0,0,0,0
270531004003002,93587,100400,Webber - Camden,04,4,0,0,0,0,0,0,0,0,0
270531004003003,93588,100400,Webber - Camden,04,4,60,60,16,29,1,10,0,0,4
