OBJECTID,OFT_1,STREET_O_NAME_1,STREET_F_NAME_1,STREET_T_NAME_1,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION_YR,SEALCOAT_YR,SEALCOAT_COUNT,OVERLAY_YR,PCI,PCI_BRANCH_AVG,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION_DATE,REFNO_ALL
11882,51403420352,51ST ST E,34TH AVE S,35TH AVE S,RES,2703,8,ASPHALT7,CRUSH.CONC,1985,,1995,2,,,59,331,,,2011-05-31T00:00:00.000Z,5794
11883,14248400614,14TH AVE S,MN-62 FR RD N,61ST ST E,RES,2714,9,ASPHALT7,CRUSH.CONC,1992,,2014,2,,,59,226,,,2012-10-01T00:00:00.000Z,1403
11884,4.84001E+11,MN-62 FR RD N,13TH AVE S,14TH AVE S,RES,2714,12A,ASPHALT7,UNKNOWN,1992,,2014,2,,,59,414,,,2012-10-01T00:00:00.000Z,10012
11885,60401420152,60TH ST E,14TH AVE S,15TH AVE S,MSA,271,4,ASPHALT,CEM.ST.SOIL,1967,,,,2011,89,,310,,,2013-09-03T00:00:00.000Z,6487
11886,4.84002E+11,MN-62 FR RD N,15TH AVE S,BLOOMINGTON AVE,MSA,271,4,ASPHALT,CEM.ST.SOIL,1967,,,,2011,89,,143,,,2013-09-03T00:00:00.000Z,10014
11887,34204340332,34TH AVE S,43RD ST E,33RD AVE S,MSA,247,4,ASPHALT,UNKNOWN,1988,,1991,1,,56,,456,Pavement Exception: The S. 245' of this section is concrete paved in 1973.,,2010-06-28T00:00:00.000Z,3678
11888,61920034914,61ST ST W,JAMES AVE S,SERVICE RD,RES,2779,8,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,74,221,,,2013-08-02T00:00:00.000Z,6552
11889,61949140615,61ST ST W,SERVICE RD,SERVICE RD,RES,2779,8,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,74,674,,,2013-08-02T00:00:00.000Z,6553
11890,61506194914,SERVICE RD,61ST ST W,SERVICE RD,RES,2779,9,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,74,1151,,,2013-08-02T00:00:00.000Z,11157
11891,4.91406E+11,SERVICE RD,61ST ST W,SERVICE RD,RES,2779,1,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,74,177,,,2013-08-02T00:00:00.000Z,11158
11892,2.20713E+11,EAST LAKE OF THE ISLES PKWY,EAST LAKE CALHOUN PKWY,JAMES AVE S,PRKBD,LKISLE,2E,ASPHALT7m,CLASS 5,1979,2009,2010,1,,89,,607,,,2013-11-19T00:00:00.000Z,7855
11893,03840302M55S,38TH ST E,30TH AVE S,HIAWATHA AVE,MSA,253,5,ASPHALT9,CRUSH.CONC,2003,,2004,1,,90,,208,"Pavement Exception: 30TH - HIA. WASN'T PART OF 2003 PROJ., IT WAS  BUILT IN 1990 W/ HIA.",,2013-09-05T00:00:00.000Z,4304
11894,0424M55N1410,42ND ST E,HIAWATHA AVE,DIGHT AVE,CSAH,42,2,ASPHALT9,UNKNOWN,1971,,,,2011,,,577,,,,4837
11895,0504M55SM55N,50TH ST E,HIAWATHA AVE,HIAWATHA AVE,MSA,320,1,ASPHALT9,CLASS 5,2007,,2008,1,,100,,46,,,2007-11-01T00:00:00.000Z,5700
11896,05891104121S,58TH ST W,ALDRICH AVE S,MN-121 S,MSA,199,6,ASPHALT,S.GRAN.MAT.,1954,,,,2013,100,,72,,,2013-11-01T00:00:00.000Z,6408
11897,1824235B1619,HURON BLVD SE,EXIT 235B,FULTON ST SE,-,-,-,UNKNOWN,UNKNOWN,,,,0,,,,346,,,,8981
11898,26129382938,26TH AVE NE,STINSON PKWY,STINSON PKWY,RES,2628,7,CONCRETE7,S.GRAN.MAT.,1971,,,0,,,82,61,,,2011-06-16T00:00:00.000Z,2579
11899,2.93822E+11,STINSON PKWY,LOWRY AVE NE,26TH AVE NE,PRKBD,STINSN,1NB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,73,,660,,,2011-11-01T00:00:00.000Z,11437
11900,2.93803E+11,STINSON PKWY,26TH AVE NE,LOWRY AVE NE,PRKBD,STINSN,2SB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,75,,660,Sealcoat Exception: SB Stinson from Lowry to 23rd Ave NE was sealcoated in 2014.,,2011-11-01T00:00:00.000Z,11442
11901,2.22729E+11,LOWRY AVE NE,STINSON PKWY,STINSON PKWY,CSAH,153,9,UNKNOWN,UNKNOWN,1961,,,,2011,,,53,,,,9667
11902,2.93802E+11,STINSON PKWY,23RD AVE NE,LOWRY AVE NE,PRKBD,STINSN,1NB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,73,,664,,,2011-11-01T00:00:00.000Z,11436
11903,2.93822E+11,STINSON PKWY,LOWRY AVE NE,23RD AVE NE,PRKBD,STINSN,2SB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,75,,665,Sealcoat Exception: SB Stinson from Lowry to 23rd Ave NE was sealcoated in 2014.,,2011-11-01T00:00:00.000Z,11443
11904,2.93802E+11,STINSON PKWY,22ND AVE NE,23RD AVE NE,PRKBD,STINSN,1NB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,73,,664,,,2011-11-01T00:00:00.000Z,11435
11905,2.93802E+11,STINSON PKWY,23RD AVE NE,22ND AVE NE,PRKBD,STINSN,2SB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,75,,664,Sealcoat Exception: SB Stinson from Lowry to 23rd Ave NE was sealcoated in 2014.,,2011-11-01T00:00:00.000Z,11444
11906,22129382938,22ND AVE NE,STINSON PKWY,STINSON PKWY,RES,2649,13,CONCRETE7,S.GRAN.MAT.,1973,,,0,,,73,61,,,2012-07-12T00:00:00.000Z,2079
11907,4841R62E0382,MN-62 FR RD S,MN-62 E RAMP,38TH AVE S,LOCAL,62SFR,1,ASPHALT,UNKNOWN,1967,,,,2014,100,,772,,,2014-11-01T00:00:00.000Z,10021
11908,03111304DEDE,31ST AVE NE,CALIFORNIA ST NE,DEAD END (E),LOCAL,31ANE,3,ASPHALT,UNKNOWN,1970,,,,,47,,337,,,2011-10-31T00:00:00.000Z,3215
11909,41011032229,41ST AVE N,ALDRICH AVE N,LYNDALE AVE N,RES,2636,10,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,327,,,2011-05-12T00:00:00.000Z,4634
11910,1.10304E+11,ALDRICH AVE N,41ST AVE N,42ND AVE N,RES,2636,7,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,781,,,2011-05-12T00:00:00.000Z,6632
11911,1.70304E+11,GIRARD AVE N,43RD AVE N,44TH AVE N,RES,2636,2,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,768,,,2011-05-12T00:00:00.000Z,8500
11912,1.70304E+11,GIRARD AVE N,42ND AVE N,43RD AVE N,RES,2636,2,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,659,,,2011-05-12T00:00:00.000Z,8499
11913,1.61704E+11,FREMONT AVE N,42ND AVE N,43RD AVE N,MSA,175,5,ASPHALT9,CRUSH.CONC,1998,,2011,2,,89,,658,,,2013-09-11T00:00:00.000Z,8362
11914,1.61704E+11,FREMONT AVE N,43RD AVE N,44TH AVE N,MSA,175,5,ASPHALT9,CRUSH.CONC,1998,,2011,2,,89,,714,,,2013-09-11T00:00:00.000Z,8364
11915,4.84102E+11,MN-62 FR RD S,15TH AVE S,BLOOMINGTON AVE,RES,2714,12C,ASPHALT7,UNKNOWN,1992,,2014,2,,,59,341,,,2012-10-01T00:00:00.000Z,10018
11916,19129382938,19TH AVE NE,STINSON PKWY,STINSON PKWY,RES,2649,12,CONCRETE7,S.GRAN.MAT.,1973,,,0,,,73,61,,,2012-07-12T00:00:00.000Z,1866
11917,2.93802E+11,STINSON PKWY,19TH AVE NE,22ND AVE NE,PRKBD,STINSN,1NB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,73,,664,,,2011-11-01T00:00:00.000Z,11434
11918,2.93802E+11,STINSON PKWY,22ND AVE NE,19TH AVE NE,PRKBD,STINSN,2SB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,75,,663,Sealcoat Exception: SB Stinson from Lowry to 23rd Ave NE was sealcoated in 2014.,,2011-11-01T00:00:00.000Z,11445
11919,37921102110,37TH ST W,KINGS HWY,KINGS HWY,RES,2686,11,ASPHALT7m,CRUSH.CONC,1978,,1992,2,,,63,42,,,2012-09-25T00:00:00.000Z,4224
11920,36921101418,36TH ST W,KINGS HWY,DUPONT AVE S,MSA,251,2,ASPHALT9,CRUSH.CONC,1991,,2010,2,,80,,41,,,2011-08-24T00:00:00.000Z,4067
11921,2.11004E+11,KINGS HWY,37TH ST W,36TH ST W,PRKBD,KINHWY,5NB,ASPHALT,UNKNOWN,1989,,1997,2,,43,,657,,,2012-10-12T00:00:00.000Z,9268
11922,2.11004E+11,KINGS HWY,36TH ST W,37TH ST W,PRKBD,KINHWY,6SB,ASPHALT,UNKNOWN,1989,,1997,2,,31,,653,,,2012-10-12T00:00:00.000Z,9269
11923,2.24022E+11,EAST LYNDALE AVE N,LINDEN AVE,GLENWOOD AVE,LOCAL,LYNAE,1,ASPHALT,UNKNOWN,1980,,,0,,66,,967,,,2010-10-20T00:00:00.000Z,7866
11924,2.11005E+11,KINGS HWY,45TH ST W,44TH ST W,PRKBD,KINHWY,3NB,ASPHALT,UNKNOWN,1984,,1997,2,,46,,662,,,2012-10-12T00:00:00.000Z,9260
11925,2.50826E+11,OLIVER AVE S,PENN AVE S,OLIVER AVE S,STFR,394NFR,1,ASPHALT,UNKNOWN,1989,,,0,,,,333,,,,10447
11926,1.31012E+11,CEDAR LAKE PKWY,BASSWOOD RD,CEDAR LAKE PKWY,PRKBD,CEDRLK,2,ASPHALT9,S.GRAN.MAT.,1973,,,,2014,100,,519,,,2014-11-01T00:00:00.000Z,7151
11927,1.31013E+11,CEDAR LAKE PKWY,CEDAR LAKE PKWY,22ND ST W,PRKBD,CEDRLK,2,ASPHALT9,S.GRAN.MAT.,1973,,,,2014,100,,224,,,2014-11-01T00:00:00.000Z,7153
11928,22913101310,22ND ST W,CEDAR LAKE PKWY,CEDAR LAKE PKWY,RES,2989,12,ASPHALT7m,S.GRAN.MAT.,1973,2005,2006,1,,,89,67,,,2014-06-03T00:00:00.000Z,2151
11929,1.15712E+11,AVIONICS BLVD,AVIONICS BLVD CONNECTOR,RIDGWAY PKWY,LOCAL,AVONS,1,ASPHALT,UNKNOWN,1951,,,0,,33,,322,,,2011-12-01T00:00:00.000Z,6719
11930,45034013206,45TH AVE N,XERXES AVE N,VICTORY AVE,CSAH,9,1,CONCRETE,UNKNOWN,1970,,,,,,,631,,,,5147
11931,1.22222E+11,WEST BROADWAY,LOGAN AVE N,NEWTON AVE N,CSAH,81,2,ASPHALT9,CLASS 5,2004,,,,,,,746,,,,12167
11932,2.11004E+11,KINGS HWY,41ST ST W,LAKE HARRIET PKWY,PRKBD,KINHWY,5NB,ASPHALT,UNKNOWN,1989,,1997,2,,43,,317,,,2012-10-12T00:00:00.000Z,9264
11933,2.92415E+11,STINSON BLVD,EAST HENNEPIN AVE,KENNEDY ST NE,CSAH,27,1,ASPHALT,UNKNOWN,1990,,,,2006,,,1352,,,,11412
11934,50424113329,50TH ST E,EAST LAKE NOKOMIS PKWY,WOODLAWN BLVD,PRKBD,NOKOMS,2SE,ASPHALT9,CLASS 5,1977,2005,2006,1,,89,,243,,,2011-11-29T00:00:00.000Z,5679
11935,50433292411,50TH ST E,WOODLAWN BLVD,EAST LAKE NOKOMIS PKWY,PRKBD,NOKOMS,2SE,ASPHALT,CEM.ST.SOIL,1977,2005,2006,1,,89,,218,,,2011-11-29T00:00:00.000Z,5678
11936,14331040048,14TH AVE SE,UNIVERSITY AVE SE,4TH ST SE,MSA,230,2,ASPHALT,S.GRAN.MAT.,1996,,,,,91,,407,,,2010-08-19T00:00:00.000Z,1445
11937,1222BDRYR81S,WEST BROADWAY,CITY BOUNDARY,COUNTY 81 S RAMP,CSAH,81,1,ASPHALT9,CLASS 5,2005,,,,,,,946,,,,12155
11938,1.11029E+11,ARTHUR AVE SE,SEYMOUR AVE SE,FRANKLIN AVE SE,LOCAL,ARTHSE,1,ASPHALT,UNKNOWN,1966,,,,,73,,907,,,2009-11-10T00:00:00.000Z,6691
11939,1.22222E+11,WEST BROADWAY,LOGAN AVE N,KNOX AVE N,CSAH,81,2,ASPHALT9,CLASS 5,2004,,,,,,,342,,,,12171
11940,5300980098,5TH AVE SE,9TH ST SE,9TH ST SE,RES,2642,6,ASPHALT7,CRUSH.ROCK,1974,,2006,4,,,80,148,,,2013-06-20T00:00:00.000Z,638
11941,1.51803E+11,ESSEX ST SE,27TH AVE SE,27TH AVE SE,RES,2685,24,ASPHALT7,CRUSH.CONC,1979,,1993,3,,,85,64,,,2013-07-18T00:00:00.000Z,8132
11942,23300483111,23RD AVE SE,4TH ST SE,U OF M TRANSITWAY,UofM,-,-,ASPHALT,UNKNOWN,2007,,,0,,,,245,,,,2260
11943,1.32926E+11,CHURCH ST SE,PILLSBURY DR SE,PILLSBURY DR SE,UofM,-,2,ASPHALT,UNKNOWN,,,,0,,,,68,,,,7329
11944,2.11022E+11,KINGS HWY,EAST LAKE HARRIET PKWY,HUMBOLDT AVE S,PRKBD,KINHWY,1EB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,203,,,2012-10-12T00:00:00.000Z,9255
11945,2.11018E+11,KINGS HWY,HUMBOLDT AVE S,EAST LAKE HARRIET PKWY,PRKBD,KINHWY,2WB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,202,,,2012-10-12T00:00:00.000Z,9282
11946,2.20521E+11,EAST LAKE HARRIET PKWY,KINGS HWY,KINGS HWY,PRKBD,HARIET,3EE,ASPHALT7m,CLASS 5,1979,,1998,2,,60,,66,,,2010-09-16T00:00:00.000Z,7845
11947,1.82321E+11,HUMBOLDT AVE S,KINGS HWY,KINGS HWY,RES,2674,1,ASPHALT,UNKNOWN,1977,,,,2014,,100,44,,,2014-11-01T00:00:00.000Z,8955
11948,1.61821E+11,FREMONT AVE S,KINGS HWY,KINGS HWY,RES,2674,-,ASPHALT,UNKNOWN,,,,0,,,100,41,,,,8385
11949,M77NR62WR77N,CEDAR AVE S,MN-62 W RAMP,MN-77 N RAMP,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,849,,,,7087
11950,M77SR62WBDRY,CEDAR AVE S,MN-62 W RAMP,CITY BOUNDARY,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,1111,,,,7081
11951,M77NR77N1506,CEDAR AVE S,MN-77 N RAMP,EDGEWATER BLVD,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,916,,,,7088
11952,2.80812E+11,RIDGWAY PKWY,AVIONICS BLVD,RIDGWAY PKWY,PRKBD,RIDGWY,1,ASPHALT7m,CLASS 5,1980,,2000,2,,34,,342,,,2013-11-19T00:00:00.000Z,11033
11953,2.93802E+11,STINSON PKWY,18TH AVE NE,19TH AVE NE,PRKBD,STINSN,1NB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,73,,664,,,2011-11-01T00:00:00.000Z,11433
11954,2.93802E+11,STINSON PKWY,19TH AVE NE,18TH AVE NE,PRKBD,STINSN,2SB,ASPHALT9,S.GRAN.MAT.,1976,1994,2013,2,,75,,664,Sealcoat Exception: SB Stinson from Lowry to 23rd Ave NE was sealcoated in 2014.,,2011-11-01T00:00:00.000Z,11446
11955,41020021903,41ST AVE N,JAMES AVE N,IRVING AVE N,RES,2725,8,ASPHALT7m,S.GRAN.MAT.,1979,,1999,3,,,70,330,,,2011-06-21T00:00:00.000Z,4625
11956,42019031822,42ND AVE N,IRVING AVE N,HUMBOLDT AVE N,MSA,262,4,ASPH/CONC,S.GRAN.MAT.,1963,,1995,2,,64,,330,Pavement Exception: NEW PVMT ON THE S 1/2 IN 2005 FROM PENN - NEWTON (SEWER PROJ),,2009-10-16T00:00:00.000Z,4752
11957,1.70304E+11,GIRARD AVE N,40TH AVE N,41ST AVE N,RES,2636,2,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,716,,,2011-05-12T00:00:00.000Z,8497
11958,1.70304E+11,GIRARD AVE N,39TH AVE N,40TH AVE N,RES,2636,2,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,662,,,2011-05-12T00:00:00.000Z,8496
11959,1.61704E+11,FREMONT AVE N,39TH AVE N,40TH AVE N,MSA,175,5,ASPHALT9,CRUSH.CONC,1998,,2011,2,,89,,661,,,2013-09-11T00:00:00.000Z,8359
11960,1.61704E+11,FREMONT AVE N,40TH AVE N,41ST AVE N,MSA,175,5,ASPHALT9,CRUSH.CONC,1998,,2011,2,,89,,715,,,2013-09-11T00:00:00.000Z,8360
11961,2.20414E+11,LAKE ST W,DEAN PKWY,DEAN PKWY,CSAH,3,2,ASPH/CONC,UNKNOWN,1958,,,,2014,,,290,,,,9412
11962,2.41901E+11,NICOLLET MALL,10TH ST S,9TH ST S,LOCAL,NICMAL,2,CONCRETE9,CLASS 5,1990,,,,,67,,420,,,2009-10-02T00:00:00.000Z,10286
11963,2.22632E+11,LOWRY AVE N,MEMORIAL PKWY,MEMORIAL PKWY,CSAH,153,1,ASPHALT9,UNKNOWN,2009,,,0,,,,47,,,,9594
11964,2.11018E+11,KINGS HWY,HUMBOLDT AVE S,FREMONT AVE S,PRKBD,KINHWY,1EB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,337,,,2012-10-12T00:00:00.000Z,9256
11965,2.11016E+11,KINGS HWY,FREMONT AVE S,HUMBOLDT AVE S,PRKBD,KINHWY,2WB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,325,,,2012-10-12T00:00:00.000Z,9281
11966,2.11016E+11,KINGS HWY,FREMONT AVE S,EMERSON AVE S,PRKBD,KINHWY,1EB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,328,,,2012-10-12T00:00:00.000Z,9257
11967,2.11015E+11,KINGS HWY,EMERSON AVE S,FREMONT AVE S,PRKBD,KINHWY,2WB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,325,,,2012-10-12T00:00:00.000Z,9280
11968,2.11015E+11,KINGS HWY,EMERSON AVE S,DUPONT AVE S,PRKBD,KINHWY,1EB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,326,,,2012-10-12T00:00:00.000Z,9258
11969,2.11021E+11,KINGS HWY,KINGS HWY,EMERSON AVE S,PRKBD,KINHWY,2WB,ASPHALT,UNKNOWN,1984,,1997,2,,44,,288,,,2012-10-12T00:00:00.000Z,9279
11970,1.33402E+11,CLINTON AVE,16TH ST E,12TH ST S,MSA,305,2,ASPHALT9,CRUSH.CONC,2001,,2003,1,,90,,1205,,,2009-10-14T00:00:00.000Z,321
11971,4217170154,4TH AVE S,GRANT ST E,15TH ST E,LOCAL,04AVS,2,ASPH/CONC,UNKNOWN,1967,,,,2014,100,,552,,,2014-11-01T00:00:00.000Z,451
11972,11700222312,11TH ST S,2ND AVE S,MARQUETTE AVE,MSA,224,3,ASPHALT9,CRUSH.CONC,1992,,2012,2,,64,,410,Pavement Exception: THE S LANE WAS M&O IN 1981.   Sealcoat Exception: MARQUETTE - NICOLLET WAS NOT SEALCOATED IN 2012.,,2011-07-26T00:00:00.000Z,1190
11973,2.33105E+11,MORGAN AVE S,49TH ST W,MORGAN AVE S,RES,2987,11,ASPHALT7,CEM.ST.SOIL,1966,2007,2008,1,,,100,215,,,2007-11-01T00:00:00.000Z,10113
11974,2.33123E+11,MORGAN AVE S,MORGAN AVE S,WEST LAKE HARRIET PKWY,RES,2987,11,ASPHALT7,CEM.ST.SOIL,1966,2007,2008,1,,,100,313,,,2007-11-01T00:00:00.000Z,10115
11975,2.33122E+11,MORGAN AVE S,WEST LAKE HARRIET PKWY,MORGAN AVE S,RES,2987,11,ASPHALT7,CEM.ST.SOIL,1966,2007,2008,1,,,100,307,,,2007-11-01T00:00:00.000Z,10114
11976,2.20623E+11,WEST LAKE HARRIET PKWY,MORGAN AVE S,MORGAN AVE S,PRKBD,HARIET,1W,ASPHALT7m,CLASS 5,1979,,1998,3,,50,,270,,,2010-09-16T00:00:00.000Z,12208
11977,1.51504E+11,EMERSON AVE N,39TH AVE N,40TH AVE N,RES,2636,3,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,662,,,2011-05-12T00:00:00.000Z,8074
11978,1.51504E+11,EMERSON AVE N,40TH AVE N,41ST AVE N,RES,2636,3,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,716,,,2011-05-12T00:00:00.000Z,8075
11979,1.41704E+11,DUPONT AVE N,40TH AVE N,41ST AVE N,RES,2636,4,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,716,,,2011-05-12T00:00:00.000Z,7735
11980,1.41704E+11,DUPONT AVE N,39TH AVE N,40TH AVE N,RES,2636,4,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,662,,,2011-05-12T00:00:00.000Z,7734
11981,1.33904E+11,COLFAX AVE N,40TH AVE N,41ST AVE N,RES,2636,5,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,716,,,2011-05-12T00:00:00.000Z,7419
11982,1.33904E+11,COLFAX AVE N,39TH AVE N,40TH AVE N,RES,2636,5,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,661,,,2011-05-12T00:00:00.000Z,7418
11983,2.22611E+11,LOWRY AVE N,ALDRICH AVE N,LYNDALE AVE N,CSAH,153,2A,ASPHALT9,UNKNOWN,2006,,,,,,,472,,,,9624
11984,2.22622E+11,LOWRY AVE N,LYNDALE AVE N,ALDRICH AVE N,CSAH,153,2A,ASPHALT9,UNKNOWN,2006,,,0,,,,332,,,,9620
11985,2.22601E+11,LOWRY AVE N,6TH ST N,LYNDALE AVE N,CSAH,153,2A,ASPHALT9,UNKNOWN,2006,,,0,,,,407,,,,9621
11986,121SR12S35WS,MN-121 S,MN-121 S RAMP,I-35W S,STH,121,-,UNKNOWN,UNKNOWN,,,,0,,,,524,,,,9994
11987,2.11005E+11,KINGS HWY,46TH ST W,45TH ST W,PRKBD,KINHWY,3NB,ASPHALT,UNKNOWN,1984,,1997,2,,46,,661,,,2012-10-12T00:00:00.000Z,9259
11988,2.11005E+11,KINGS HWY,45TH ST W,KINGS HWY,PRKBD,KINHWY,4SB,ASPHALT,UNKNOWN,1984,,1997,2,,23,,630,,,2012-10-12T00:00:00.000Z,9278
11989,45921102110,45TH ST W,KINGS HWY,KINGS HWY,RES,2715,6,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,43,,,2014-05-28T00:00:00.000Z,5245
11990,M77SR77SR62E,CEDAR AVE S,MN-77 S RAMP,MN-62 E RAMP,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,155,,,,7083
11991,M77NR77NR62W,CEDAR AVE S,MN-77 N RAMP,MN-62 W RAMP,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,255,,,,7086
11992,2.22622E+11,LOWRY AVE N,LYNDALE AVE N,6TH ST N,CSAH,153,2A,ASPHALT9,UNKNOWN,2006,,,,,,,415,,,,9625
11993,2.22601E+11,LOWRY AVE N,6TH ST N,4TH ST N,CSAH,153,2A,ASPHALT9,UNKNOWN,2006,,,,,,,397,,,,9626
11994,51026102507,51ST AVE N,PENN AVE N,OLIVER AVE N,LOCAL,51AVN,1,ASPH/CONC,UNKNOWN,1965,,,,2014,100,,321,,,2014-11-01T00:00:00.000Z,5747
11995,2.50705E+11,OLIVER AVE N,50TH AVE N,51ST AVE N,RES,2881,13,ASPHALT9,CRUSH.CONC,1996,,1997,1,,,73,655,,,2014-07-28T00:00:00.000Z,10427
11996,1.80633E+11,HARVARD ST SE,WASHINGTON AVE SE,BEACON ST,UofM,-,2,ASPHALT,UNKNOWN,,,,,,,,403,,,,8742
11997,1.80612E+11,HARVARD ST SE,BEACON ST,UNION ST SE,UofM,-,2,ASPHALT,UNKNOWN,2010,,,0,,,,512,,,,8743
11998,2217170127,2ND AVE S,GRANT ST E,12TH ST S,MSA,210,1,ASPHALT9,CRUSH.CONC,1989,,2012,3,,83,,421,,,2010-08-25T00:00:00.000Z,160
11999,2.11004E+11,KINGS HWY,44TH ST W,45TH ST W,PRKBD,KINHWY,4SB,ASPHALT,UNKNOWN,1984,,1997,2,,23,,662,,,2012-10-12T00:00:00.000Z,9277
12000,44921102110,44TH ST W,KINGS HWY,KINGS HWY,RES,2715,7,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,41,,,2014-05-28T00:00:00.000Z,5133
12001,43921102110,43RD ST W,KINGS HWY,KINGS HWY,RES,2715,8,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,41,,,2014-05-28T00:00:00.000Z,4995
12002,2.11004E+11,KINGS HWY,44TH ST W,43RD ST W,PRKBD,KINHWY,3NB,ASPHALT,UNKNOWN,1984,,1997,2,,46,,661,,,2012-10-12T00:00:00.000Z,9261
12003,2.11004E+11,KINGS HWY,43RD ST W,44TH ST W,PRKBD,KINHWY,4SB,ASPHALT,UNKNOWN,1984,,1997,2,,23,,662,,,2012-10-12T00:00:00.000Z,9276
12004,2.11004E+11,KINGS HWY,43RD ST W,42ND ST W,PRKBD,KINHWY,5NB,ASPHALT,UNKNOWN,1989,,1997,2,,43,,661,,,2012-10-12T00:00:00.000Z,9262
12005,2.11004E+11,KINGS HWY,42ND ST W,43RD ST W,PRKBD,KINHWY,6SB,ASPHALT,UNKNOWN,1989,,1997,2,,31,,652,,,2012-10-12T00:00:00.000Z,9275
12006,1809R2312230,HENNEPIN AVE,I-94 E RAMP,LYNDALE AVE S,MSA,425,6,ASPH/CONC,UNKNOWN,1957,,1990,1,,34,,1188,Pavement Exception: THE MID PART OF THIS SEC. WAS M&O & THE N PART WAS CONST CONC. IN 1999,,2012-11-06T00:00:00.000Z,8815
12007,18092215RHEN,HENNEPIN AVE,LINCOLN AVE,HENNEPIN AVE S RAMP,MSA,425,5,ASPH/CONC,UNKNOWN,1957,,,,2009,88,,173,,,2012-11-06T00:00:00.000Z,8825
12008,M77SR62ER77S,CEDAR AVE S,MN-62 E RAMP,MN-77 S RAMP,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,1310,,,,7084
12009,M77NR62ER77N,CEDAR AVE S,MN-62 E RAMP,MN-77 N RAMP,STH,77,-,ASPHALT,UNKNOWN,,,,0,,,,1333,,,,7085
12010,1.21316E+11,BLAISDELL AVE,FRANKLIN AVE W,22ND ST W,LOCAL,BLAIS,1,ASPHALT9,CLASS 5,1972,,2013,1,,69,,656,,,2010-10-14T00:00:00.000Z,6792
12011,2.21117E+11,LASALLE AVE,GROVELAND AVE,FRANKLIN AVE W,MSA,159,1,ASPHALT9,CRUSH.CONC,2004,,2005,1,,93,,551,,,2008-07-11T00:00:00.000Z,9448
12012,0122CDSS0224,12TH AVE S,CUL-DE-SAC (S),22ND ST E,LOCAL,12AVS,4,ASPHALT,UNKNOWN,1940,,,,2011,100,,186,,,2011-11-01T00:00:00.000Z,1252
12013,30202241612,30TH AVE S,22ND ST E,FRANKLIN AVE E,RES,2590,6,CONCRETE7,S.GRAN.MAT.,1966,,,,,,54,659,,,2011-06-27T00:00:00.000Z,3193
12014,2.80926E+11,RIDGEWOOD AVE,PLEASANT AVE,PILLSBURY AVE,RES,2591,6,ASPHALT7,BIT.ST.SOIL,1967,,,,2011,,83,720,,,2014-06-23T00:00:00.000Z,11031
12015,29011502BDRY,ST ANTHONY AVE,RIVER TER E,CITY BOUNDARY,LOCAL,STANAV,1,ASPH/CONC,UNKNOWN,1967,,2013,3,,68,,832,,,2009-11-10T00:00:00.000Z,11333
